# theta phi range e3 ex4
8.802301199999999426e+01 3.118164100000000190e+02 5.645355299999999943e+01 1.120554000000000050e+00 -3.457890000000000130e-01
8.616305800000000659e+01 4.212258099999999672e+01 3.567983000000000260e+01 6.151140000000000496e-01 9.791400000000000103e-01
8.735106500000000551e+01 3.096402570000000196e+02 4.085721499999999651e+01 7.388010000000000410e-01 3.359329999999999816e-01
8.839497599999999977e+01 1.902475829999999917e+02 4.082761299999999949e+01 7.380860000000000198e-01 -2.274450000000000083e-01
9.048677999999999599e+01 3.461631330000000162e+02 3.876603300000000019e+01 6.885120000000000129e-01 -1.275338000000000083e+00
8.957761100000000454e+01 3.539615850000000137e+02 3.378920500000000260e+01 5.707269999999999843e-01 -6.457859999999999712e-01
8.773167700000000480e+01 3.412404210000000262e+02 4.916864400000000046e+01 9.415449999999999653e-01 -1.229500000000000037e-02
8.763713599999999815e+01 2.473485700000000165e+01 3.047935999999999979e+01 4.942849999999999744e-01 3.115379999999999816e-01
8.723791099999999687e+01 2.549316599999999866e+01 5.319141299999999717e+01 1.040429999999999966e+00 2.284299999999999942e-01
8.626793399999999679e+01 1.392335840000000076e+02 4.759731899999999882e+01 9.029829999999999801e-01 8.899369999999999781e-01
8.929651499999999942e+01 2.500335700000000116e+01 4.880377200000000215e+01 9.325849999999999973e-01 -9.558980000000000254e-01
8.754524800000000084e+01 2.243802080000000103e+02 4.439352199999999726e+01 8.246259999999999701e-01 1.787160000000000137e-01
8.735531500000000449e+01 2.318417819999999949e+02 4.346450099999999850e+01 8.019979999999999887e-01 2.997940000000000049e-01
8.678936299999999449e+01 1.580358349999999916e+02 3.450262899999999888e+01 5.874200000000000532e-01 6.757940000000000058e-01
8.937102199999999641e+01 1.865593849999999918e+02 3.376462099999999822e+01 5.701530000000000209e-01 -5.469100000000000072e-01
8.673783099999999990e+01 4.405047400000000124e+01 4.791345100000000201e+01 9.107359999999999900e-01 6.064549999999999663e-01
8.736785600000000329e+01 3.370204150000000141e+02 3.910446300000000264e+01 6.966229999999999922e-01 3.482109999999999927e-01
8.708958099999999547e+01 2.659089699999999823e+01 5.103612900000000252e+01 9.874370000000000092e-01 3.539169999999999816e-01
8.805663199999999335e+01 2.306845899999999858e+02 3.666173799999999972e+01 6.383490000000000553e-01 2.971899999999999889e-02
8.694205100000000641e+01 3.094574230000000057e+02 3.724223500000000087e+01 6.521379999999999955e-01 5.853690000000000282e-01
8.900586900000000412e+01 3.210624900000000252e+02 3.398772699999999958e+01 5.753650000000000153e-01 -3.790600000000000080e-01
8.865846100000000263e+01 3.481923929999999814e+02 4.824569100000000077e+01 9.188870000000000093e-01 -5.540220000000000145e-01
8.944255800000000534e+01 1.581907339999999920e+02 3.916237199999999774e+01 6.980119999999999658e-01 -7.423469999999999791e-01
8.849018900000000087e+01 3.168842720000000099e+02 3.946467899999999673e+01 7.052690000000000348e-01 -2.485509999999999942e-01
8.951279700000000616e+01 1.135928600000000088e+01 3.145342099999999874e+01 5.165999999999999481e-01 -5.459530000000000216e-01
8.791658700000000692e+01 1.553886100000000070e+01 4.948205899999999957e+01 9.492429999999999479e-01 -1.313110000000000110e-01
8.645368499999999301e+01 1.638026380000000017e+02 4.257318699999999723e+01 7.803400000000000336e-01 8.119100000000000206e-01
8.635761300000000062e+01 3.337706529999999816e+02 3.798504499999999950e+01 6.698389999999999622e-01 8.803910000000000347e-01
8.916208100000000059e+01 1.866877910000000043e+02 4.233228199999999930e+01 7.744950000000000445e-01 -6.848899999999999988e-01
8.872858899999999949e+01 3.142627399999999938e+01 4.276496199999999703e+01 7.849949999999999983e-01 -4.557610000000000272e-01
8.711055700000000002e+01 4.601364800000000344e+01 4.331089099999999803e+01 7.982620000000000271e-01 4.392539999999999778e-01
8.644010400000000516e+01 3.238796950000000265e+02 5.656729399999999686e+01 1.123342999999999980e+00 7.057759999999999589e-01
8.880911000000000399e+01 1.924567199999999900e+01 3.774851999999999919e+01 6.641960000000000086e-01 -3.746590000000000198e-01
8.707707499999999357e+01 3.024808199999999943e+02 6.114525299999999675e+01 1.235220999999999902e+00 2.105819999999999914e-01
8.679285099999999886e+01 2.431310200000000066e+01 3.940146599999999921e+01 7.037510000000000154e-01 6.477049999999999752e-01
8.934072899999999606e+01 3.493286479999999870e+02 2.936895000000000167e+01 4.690480000000000205e-01 -4.116779999999999884e-01
8.699895499999999515e+01 1.581192000000000064e+01 5.991541600000000045e+01 1.205257000000000023e+00 2.839679999999999982e-01
8.883099599999999896e+01 3.361216399999999993e+01 4.128397300000000314e+01 7.491100000000000536e-01 -4.746659999999999768e-01
8.760509100000000160e+01 1.932000909999999863e+02 2.963190499999999972e+01 4.750050000000000106e-01 3.334349999999999814e-01
8.751106299999999294e+01 2.097147029999999859e+02 3.928895700000000346e+01 7.010499999999999510e-01 2.706819999999999782e-01
8.896615099999999643e+01 1.801889999999999858e+01 4.810381799999999686e+01 9.154060000000000530e-01 -7.355469999999999509e-01
8.905411399999999844e+01 1.964536710000000141e+02 2.837858400000000003e+01 4.467300000000000160e-01 -2.649230000000000196e-01
8.630489300000000696e+01 2.045162719999999865e+02 3.485643900000000173e+01 5.957240000000000313e-01 9.091390000000000304e-01
8.795082800000000134e+01 3.491113930000000209e+02 3.791165999999999769e+01 6.680880000000000152e-01 6.246600000000000069e-02
8.699484800000000462e+01 2.452409000000000106e+01 3.221655499999999961e+01 5.341909999999999714e-01 5.886540000000000106e-01
8.703879000000000588e+01 1.428805130000000077e+02 3.923244700000000051e+01 6.996940000000000381e-01 5.196290000000000076e-01
8.593689600000000439e+01 1.545563499999999912e+01 4.610229199999999850e+01 8.663640000000000230e-01 1.091927000000000092e+00
8.792652999999999963e+01 1.101625600000000027e+01 4.038284699999999816e+01 7.273589999999999778e-01 3.332100000000000339e-02
8.639821999999999491e+01 4.352960000000000207e+01 6.857856599999999503e+01 1.414217999999999975e+00 5.951170000000000071e-01
8.715403899999999737e+01 2.230721799999999888e+01 3.684571100000000143e+01 6.427150000000000363e-01 4.813319999999999821e-01
8.756865500000000679e+01 2.410952100000000087e+01 3.505732199999999921e+01 6.004469999999999530e-01 2.941719999999999891e-01
8.906457799999999736e+01 1.175732999999999961e+01 4.255288300000000135e+01 7.798469999999999569e-01 -6.370689999999999964e-01
8.770825399999999661e+01 3.494378500000000258e+02 4.563502900000000295e+01 8.549369999999999470e-01 6.456699999999999939e-02
8.862589900000000398e+01 3.355569879999999898e+02 3.912361299999999886e+01 6.970830000000000082e-01 -3.123049999999999993e-01
8.735390400000000000e+01 2.236872599999999878e+01 5.116504799999999875e+01 9.906070000000000153e-01 1.868440000000000101e-01
8.806683599999999501e+01 1.646132279999999923e+02 4.729133900000000068e+01 8.954820000000000002e-01 -1.776369999999999894e-01
8.822357200000000432e+01 2.026891320000000007e+02 4.400439599999999984e+01 8.151420000000000332e-01 -2.002770000000000106e-01
8.840186599999999828e+01 2.116923270000000059e+02 4.887529099999999715e+01 9.343409999999999771e-01 -4.141940000000000066e-01
8.670445100000000593e+01 2.542494200000000149e+01 4.571426699999999954e+01 8.568740000000000245e-01 6.469780000000000530e-01
8.773899199999999610e+01 3.275769730000000095e+02 6.168345800000000168e+01 1.248308999999999891e+00 -2.627720000000000056e-01
8.602781299999999476e+01 3.288477740000000153e+02 5.576185199999999753e+01 1.103582000000000063e+00 9.859639999999999516e-01
8.627111100000000476e+01 2.171745720000000119e+02 3.932410099999999886e+01 7.018929999999999891e-01 9.226529999999999454e-01
8.802701100000000167e+01 2.112791100000000100e+01 5.806319299999999828e+01 1.159993999999999970e+00 -3.840279999999999805e-01
8.695178300000000604e+01 1.979762799999999956e+01 5.060168699999999831e+01 9.767569999999999864e-01 4.454429999999999779e-01
8.888166499999999814e+01 1.993389400000000080e+02 3.486491399999999885e+01 5.959229999999999805e-01 -3.408490000000000131e-01
8.646839599999999848e+01 2.223788120000000106e+02 4.406260100000000079e+01 8.165599999999999525e-01 7.950350000000000472e-01
8.896526799999999469e+01 4.585863999999999940e+00 3.857939100000000110e+01 6.840439999999999854e-01 -4.762719999999999732e-01
8.755812199999999734e+01 1.514440569999999866e+02 3.914779599999999959e+01 6.976630000000000331e-01 2.478339999999999987e-01
8.738020099999999957e+01 3.336826730000000225e+02 5.542848699999999695e+01 1.095398000000000094e+00 9.953199999999999548e-02
8.759930500000000109e+01 1.311125000000000007e+01 2.792342599999999919e+01 4.365359999999999796e-01 3.499740000000000073e-01
8.860291599999999335e+01 2.147957910000000084e+02 4.090520599999999973e+01 7.399599999999999511e-01 -3.416040000000000187e-01
8.879321899999999346e+01 3.538237750000000119e+02 4.386879499999999865e+01 8.118389999999999773e-01 -5.201869999999999550e-01
8.727007899999999552e+01 1.300822110000000009e+02 5.853562600000000060e+01 1.171551999999999927e+00 1.204149999999999943e-01
8.862350700000000359e+01 2.158200119999999913e+02 4.886945200000000256e+01 9.341979999999999729e-01 -5.487729999999999553e-01
8.827445299999999406e+01 3.240633859999999800e+02 4.946964200000000034e+01 9.489379999999999482e-01 -3.502379999999999938e-01
8.953769499999999937e+01 1.853763849999999991e+02 3.575541400000000181e+01 6.168989999999999752e-01 -6.865869999999999473e-01
8.816949499999999773e+01 2.084710139999999967e+02 5.328792700000000337e+01 1.042802999999999924e+00 -3.710060000000000024e-01
8.644875199999999893e+01 3.330998199999999798e+01 3.696314199999999772e+01 6.455039999999999667e-01 8.361619999999999608e-01
8.628909600000000069e+01 2.291121950000000140e+02 5.425009399999999715e+01 1.066451999999999956e+00 8.271929999999999561e-01
8.807851200000000347e+01 1.458910400000000074e+01 5.541413500000000170e+01 1.095045999999999964e+00 -3.595380000000000242e-01
9.472280899999999804e+01 1.968508380000000102e+02 3.426670000000000016e+01 5.818919999999999648e-01 -3.127159999999999940e+00
8.860173100000000090e+01 2.206919460000000015e+02 3.491541800000000251e+01 5.971100000000000296e-01 -2.060309999999999919e-01
8.681679800000000569e+01 3.360101010000000201e+02 5.325292300000000267e+01 1.041943000000000064e+00 4.974970000000000225e-01
8.780130699999999422e+01 3.140212470000000167e+02 4.145769500000000107e+01 7.533109999999999529e-01 8.281600000000000072e-02
8.890506899999999746e+01 3.105947380000000067e+02 4.228643300000000238e+01 7.733830000000000426e-01 -5.414090000000000291e-01
8.666364000000000090e+01 1.487043740000000014e+02 3.656705000000000183e+01 6.361029999999999740e-01 7.293920000000000403e-01
8.940551499999999407e+01 4.446047000000000082e+00 3.652875300000000180e+01 6.351949999999999541e-01 -6.440949999999999731e-01
8.973683800000000588e+01 3.470053340000000048e+02 2.753393700000000166e+01 4.278449999999999753e-01 -5.263039999999999941e-01
8.833061899999999866e+01 2.972251999999999725e+02 4.727853999999999957e+01 8.951679999999999637e-01 -3.342919999999999781e-01
8.696157700000000546e+01 3.878258000000000294e+01 3.179727799999999860e+01 5.245149999999999535e-01 6.055739999999999457e-01
8.827862799999999766e+01 5.455010899999999907e+01 6.132963300000000118e+01 1.239706999999999892e+00 -6.332489999999999508e-01
8.751900200000000041e+01 3.212169240000000059e+02 5.700411299999999670e+01 1.134052999999999978e+00 -2.052599999999999911e-02
8.705481799999999737e+01 1.214547499999999935e+01 2.993121599999999916e+01 4.818000000000000060e-01 5.707400000000000251e-01
9.208828400000000158e+01 2.043374719999999911e+02 3.111110400000000098e+01 5.087399999999999700e-01 -1.691414999999999891e+00
8.688906900000000633e+01 2.060608099999999965e+01 5.484004600000000096e+01 1.080947000000000102e+00 4.303469999999999795e-01
8.818637800000000482e+01 3.078793380000000184e+02 5.671419199999999705e+01 1.126946000000000003e+00 -4.605589999999999962e-01
9.129777599999999893e+01 3.298199179999999728e+02 3.746383900000000011e+01 6.574130000000000251e-01 -1.637035999999999936e+00
8.766399800000000653e+01 2.281801340000000096e+02 4.517422599999999733e+01 8.436770000000000103e-01 9.801100000000000090e-02
8.646629500000000235e+01 1.869265550000000076e+02 3.066058900000000165e+01 4.984250000000000069e-01 8.289879999999999471e-01
8.798303799999999342e+01 3.454150530000000003e+02 4.300582500000000152e+01 7.908460000000000489e-01 -4.490700000000000247e-02
8.649482399999999416e+01 3.214581529999999816e+02 6.527092600000000289e+01 1.335080000000000044e+00 5.659750000000000059e-01
8.624169899999999700e+01 2.336799399999999949e+01 3.193338100000000068e+01 5.276530000000000387e-01 9.333730000000000082e-01
8.607296200000000397e+01 3.708437599999999890e+01 5.433520899999999898e+01 1.068543999999999938e+00 9.666670000000000540e-01
8.792202899999999488e+01 2.002487010000000112e+02 4.819443600000000316e+01 9.176290000000000280e-01 -1.091379999999999989e-01
8.820924300000000073e+01 1.722765620000000126e+02 3.838570200000000199e+01 6.794109999999999872e-01 -7.934800000000000186e-02
8.614277300000000537e+01 6.130979200000000162e+01 5.838472699999999804e+01 1.167861000000000038e+00 8.879839999999999955e-01
8.791673000000000116e+01 6.046548999999999729e+00 4.771102700000000141e+01 9.057709999999999928e-01 -9.649699999999999944e-02
8.837792500000000473e+01 2.220864390000000128e+02 3.565626199999999812e+01 6.145580000000000487e-01 -1.117250000000000049e-01
8.832957799999999793e+01 4.025736200000000053e+01 3.563606399999999752e+01 6.140820000000000167e-01 -8.750600000000000045e-02
8.705670299999999884e+01 3.458088040000000092e+02 2.917008699999999877e+01 4.645520000000000205e-01 5.722960000000000269e-01
8.663490199999999675e+01 5.484129099999999823e+01 5.206103999999999843e+01 1.012637000000000009e+00 6.269700000000000273e-01
8.848473900000000469e+01 2.256341319999999939e+02 3.613925199999999904e+01 6.259710000000000552e-01 -1.743989999999999985e-01
8.849326700000000301e+01 2.153812719999999956e+02 3.678570400000000262e+01 6.412900000000000267e-01 -1.922439999999999982e-01
8.748578399999999533e+01 1.422908459999999877e+02 4.257616699999999810e+01 7.804119999999999946e-01 2.392029999999999990e-01
8.716643000000000541e+01 3.275107639999999947e+02 3.558358499999999935e+01 6.128430000000000266e-01 4.858040000000000136e-01
8.923142300000000660e+01 2.967045399999999944e+01 4.249191700000000083e+01 7.783670000000000311e-01 -7.279569999999999652e-01
8.800837500000000091e+01 1.171196499999999929e+01 4.822183700000000073e+01 9.183019999999999516e-01 -1.616940000000000044e-01
8.995165500000000236e+01 3.850603600000000171e+01 3.657300099999999787e+01 6.362440000000000317e-01 -9.194449999999999568e-01
8.880697700000000339e+01 1.319653360000000077e+02 5.620584999999999809e+01 1.114476999999999940e+00 -8.607960000000000056e-01
8.905547699999999622e+01 8.139383000000000479e+00 3.878524500000000330e+01 6.889720000000000288e-01 -5.287420000000000453e-01
8.535711000000000581e+01 3.469129540000000134e+02 5.199143200000000320e+01 1.010925999999999991e+00 1.433796999999999988e+00
8.616423799999999744e+01 3.131422390000000178e+02 4.135529600000000272e+01 7.508350000000000302e-01 9.755009999999999515e-01
8.699758599999999831e+01 7.805973999999999968e+00 3.398575000000000301e+01 5.753190000000000248e-01 5.785289999999999599e-01
8.800734099999999671e+01 3.124615180000000123e+02 5.281056000000000239e+01 1.031066999999999956e+00 -2.567139999999999977e-01
8.711882199999999443e+01 2.254669159999999977e+02 4.226452900000000312e+01 7.728519999999999834e-01 4.463300000000000045e-01
8.676377399999999795e+01 2.260234939999999995e+02 5.530522200000000055e+01 1.092371999999999899e+00 5.063680000000000403e-01
8.905044800000000293e+01 2.239882169999999917e+02 3.448260799999999904e+01 5.869499999999999718e-01 -4.129729999999999790e-01
8.703168499999999597e+01 3.127367310000000202e+02 5.197448599999999885e+01 1.010509000000000102e+00 3.773830000000000240e-01
